"original_miRNA_id","feature_family","primary_logFC","primary_FDR","scenario","scenario_logFC","scenario_FDR","normalized_miRNA_id","miRNA_type","mature_or_precursor","arm","mapping_status","legacy_name_status"
"hsa-let-7i-5p:hsa-let-7i","MATURE",-0.0366902728011786,0.99698024720718,"EXCLUDE_GSM4676447",-0.0181890700650706,0.998587042388098,"hsa-let-7i-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-215-5p:hsa-mir-215","MATURE",2.32918018885813,0.58336737029649,"EXCLUDE_GSM4676447",2.71769038445463,0.603785982562158,"hsa-miR-215-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-let-7e-5p:hsa-let-7e","MATURE",0.0717971817145554,0.961686339648352,"EXCLUDE_GSM4676447",0.0875326455446246,0.998587042388098,"hsa-let-7e-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-486-5p:hsa-mir-486-1","MATURE",-0.774301830357392,0.827381577615971,"EXCLUDE_GSM4676447",-0.340209402863453,0.998587042388098,"hsa-miR-486-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-126-5p:hsa-mir-126","MATURE",-0.151643785085479,0.951185018782856,"EXCLUDE_GSM4676447",-0.0383045978038553,0.998587042388098,"hsa-miR-126-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-let-7c-5p:hsa-let-7c","MATURE",-0.344079868612926,0.942554188179476,"EXCLUDE_GSM4676447",-0.125928679363073,0.998587042388098,"hsa-let-7c-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-374a-5p:hsa-mir-374a","MATURE",-0.179091229981827,0.951185018782856,"EXCLUDE_GSM4676447",-0.145544845096077,0.998587042388098,"hsa-miR-374a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-99a-5p:hsa-mir-99a","MATURE",-0.449842391658032,0.91412352633157,"EXCLUDE_GSM4676447",-0.341607275477219,0.998587042388098,"hsa-miR-99a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-24-3p:hsa-mir-24-1","MATURE",-0.103759655598757,0.954302845955942,"EXCLUDE_GSM4676447",-0.0798349709178323,0.998587042388098,"hsa-miR-24-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-451a:hsa-mir-451a","MATURE",-0.767955747087265,0.827381577615971,"EXCLUDE_GSM4676447",-0.421915559492613,0.998587042388098,"hsa-miR-451a","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-203a-3p:hsa-mir-203a","MATURE",0.267171456016329,0.951185018782856,"EXCLUDE_GSM4676447",0.238183622280217,0.998587042388098,"hsa-miR-203a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-320b:hsa-mir-320b-1","MATURE",0.206224622305022,0.913328740245061,"EXCLUDE_GSM4676447",0.174228952581451,0.998587042388098,"hsa-miR-320b","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-99b-5p:hsa-mir-99b","MATURE",0.145470899967489,0.948810508224733,"EXCLUDE_GSM4676447",0.0758612141756728,0.998587042388098,"hsa-miR-99b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-93-5p:hsa-mir-93","MATURE",-0.0111584495307496,0.99775400192234,"EXCLUDE_GSM4676447",-0.0309431836117503,0.998587042388098,"hsa-miR-93-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-374b-5p:hsa-mir-374b","MATURE",-0.210618351179695,0.942554188179476,"EXCLUDE_GSM4676447",-0.152246268596477,0.998587042388098,"hsa-miR-374b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-423-3p:hsa-mir-423","MATURE",0.278877084790811,0.907086138049205,"EXCLUDE_GSM4676447",0.123024196145876,0.998587042388098,"hsa-miR-423-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-429:hsa-mir-429","MATURE",0.32964513044668,0.951185018782856,"EXCLUDE_GSM4676447",0.20415254382633,0.998587042388098,"hsa-miR-429","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-574-5p:hsa-mir-574","MATURE",0.230845386273565,0.913328740245061,"EXCLUDE_GSM4676447",0.318359453999811,0.998587042388098,"hsa-miR-574-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-27a-3p:hsa-mir-27a","MATURE",0.278365054506899,0.913328740245061,"EXCLUDE_GSM4676447",0.148321166895774,0.998587042388098,"hsa-miR-27a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-28-5p:hsa-mir-28","MATURE",-0.0171186648640115,0.99698024720718,"EXCLUDE_GSM4676447",-0.0941469501092361,0.998587042388098,"hsa-miR-28-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-423-5p:hsa-mir-423","MATURE",-0.0203593029888884,0.99698024720718,"EXCLUDE_GSM4676447",-0.0441612642946476,0.998587042388098,"hsa-miR-423-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-181a-5p:hsa-mir-181a-1","MATURE",-0.234967024511133,0.901138084350497,"EXCLUDE_GSM4676447",-0.156558752107457,0.998587042388098,"hsa-miR-181a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-191-5p:hsa-mir-191","MATURE",-0.090927954636152,0.954302845955942,"EXCLUDE_GSM4676447",-0.108985689827295,0.998587042388098,"hsa-miR-191-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-195-5p:hsa-mir-195","MATURE",-0.189292924211286,0.951185018782856,"EXCLUDE_GSM4676447",-0.0784361625100599,0.998587042388098,"hsa-miR-195-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-30e-3p:hsa-mir-30e","MATURE",-0.108020259619851,0.954302845955942,"EXCLUDE_GSM4676447",-0.208192697184503,0.998587042388098,"hsa-miR-30e-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-98-5p:hsa-mir-98","MATURE",-0.0299098654158194,0.99698024720718,"EXCLUDE_GSM4676447",-0.00220525797649516,0.998587042388098,"hsa-miR-98-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-148a-3p:hsa-mir-148a","MATURE",0.177021296019247,0.961686339648352,"EXCLUDE_GSM4676447",-0.197284066415662,0.998587042388098,"hsa-miR-148a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-200a-3p:hsa-mir-200a","MATURE",0.259768862800637,0.954302845955942,"EXCLUDE_GSM4676447",0.171536302245744,0.998587042388098,"hsa-miR-200a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-200b-5p:hsa-mir-200b","MATURE",0.29156004856524,0.951185018782856,"EXCLUDE_GSM4676447",0.384535886264915,0.998587042388098,"hsa-miR-200b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-29b-3p:hsa-mir-29b-1","MATURE",-0.41427987272672,0.827381577615971,"EXCLUDE_GSM4676447",-0.261074344438955,0.998587042388098,"hsa-miR-29b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-425-5p:hsa-mir-425","MATURE",0.00655684415123197,0.99775400192234,"EXCLUDE_GSM4676447",0.0254637937714521,0.998587042388098,"hsa-miR-425-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-let-7d-5p:hsa-let-7d","MATURE",0.00177430570814854,0.998612650735802,"EXCLUDE_GSM4676447",-0.00139125464485867,0.998587042388098,"hsa-let-7d-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-152-3p:hsa-mir-152","MATURE",-0.0828481113407436,0.961686339648352,"EXCLUDE_GSM4676447",-0.10731032673003,0.998587042388098,"hsa-miR-152-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-let-7d-3p:hsa-let-7d","MATURE",0.0840918560320042,0.961686339648352,"EXCLUDE_GSM4676447",0.0258734122165175,0.998587042388098,"hsa-let-7d-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-30a-3p:hsa-mir-30a","MATURE",0.0212486590411295,0.99698024720718,"EXCLUDE_GSM4676447",0.00513817685898034,0.998587042388098,"hsa-miR-30a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-30a-5p:hsa-mir-30a","MATURE",0.182054514163923,0.951185018782856,"EXCLUDE_GSM4676447",-0.0242862506822576,0.998587042388098,"hsa-miR-30a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-379-5p:hsa-mir-379","MATURE",0.0793840285043176,0.961686339648352,"EXCLUDE_GSM4676447",0.0925886670666907,0.998587042388098,"hsa-miR-379-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-196a-5p:hsa-mir-196a-1","MATURE",-0.422096960463293,0.913328740245061,"EXCLUDE_GSM4676447",-0.176005159237594,0.998587042388098,"hsa-miR-196a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-22-3p:hsa-mir-22","MATURE",0.0625741483493565,0.99698024720718,"EXCLUDE_GSM4676447",-0.15428302671326,0.998587042388098,"hsa-miR-22-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-218-5p:hsa-mir-218-1","MATURE",-0.167021204823563,0.951185018782856,"EXCLUDE_GSM4676447",-0.0967382633504076,0.998587042388098,"hsa-miR-218-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-9-5p:hsa-mir-9-1","MATURE",0.0588838719922034,0.99698024720718,"EXCLUDE_GSM4676447",-0.079328765897047,0.998587042388098,"hsa-miR-9-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-214-3p:hsa-mir-214","MATURE",-0.16325725310409,0.951185018782856,"EXCLUDE_GSM4676447",-0.0682669577524182,0.998587042388098,"hsa-miR-214-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-20a-5p:hsa-mir-20a","MATURE",-0.0314074804509021,0.99698024720718,"EXCLUDE_GSM4676447",-0.0413063592278502,0.998587042388098,"hsa-miR-20a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-92b-3p:hsa-mir-92b","MATURE",0.104761822636946,0.954302845955942,"EXCLUDE_GSM4676447",0.139645117286999,0.998587042388098,"hsa-miR-92b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-151b:hsa-mir-151b","MATURE",0.0000730800484420461,0.99967461484276,"EXCLUDE_GSM4676447",-0.0331009962750628,0.998587042388098,"hsa-miR-151b","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-145-3p:hsa-mir-145","MATURE",0.0632658071966667,0.99698024720718,"EXCLUDE_GSM4676447",-0.174816521555688,0.998587042388098,"hsa-miR-145-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-197-3p:hsa-mir-197","MATURE",-0.0830809719654147,0.961686339648352,"EXCLUDE_GSM4676447",-0.0101997087658366,0.998587042388098,"hsa-miR-197-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-145-5p:hsa-mir-145","MATURE",0.100825790433333,0.986222444632175,"EXCLUDE_GSM4676447",-0.0668679539435478,0.998587042388098,"hsa-miR-145-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-200a-5p:hsa-mir-200a","MATURE",0.359085090133545,0.948810508224733,"EXCLUDE_GSM4676447",0.338545683208787,0.998587042388098,"hsa-miR-200a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-181b-5p:hsa-mir-181b-1","MATURE",-0.103125457022919,0.954302845955942,"EXCLUDE_GSM4676447",-0.0153872156079534,0.998587042388098,"hsa-miR-181b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-182-5p:hsa-mir-182","MATURE",0.0223185791347625,0.99698024720718,"EXCLUDE_GSM4676447",0.187832912910605,0.998587042388098,"hsa-miR-182-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-15b-5p:hsa-mir-15b","MATURE",-0.412411116182767,0.913328740245061,"EXCLUDE_GSM4676447",-0.216780450002041,0.998587042388098,"hsa-miR-15b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-320c:hsa-mir-320c-1","MATURE",0.298811248766874,0.871924564667839,"EXCLUDE_GSM4676447",0.216512415795794,0.998587042388098,"hsa-miR-320c","mature_miRNA","mature_no_arm_suffix",NA,"RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-224-5p:hsa-mir-224","MATURE",0.0813290152930987,0.980984678845329,"EXCLUDE_GSM4676447",0.182500266699282,0.998587042388098,"hsa-miR-224-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-183-5p:hsa-mir-183","MATURE",0.0200236827205726,0.99698024720718,"EXCLUDE_GSM4676447",0.166769937068425,0.998587042388098,"hsa-miR-183-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
"hsa-miR-660-5p:hsa-mir-660","MATURE",-0.0641299367325793,0.986222444632175,"EXCLUDE_GSM4676447",-0.0984798701985806,0.998587042388098,"hsa-miR-660-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1"
