"ensembl_gene_id","primary_log2FC","primary_FDR","EXCLUDE_GSM4676447_log2FC","EXCLUDE_GSM4676447_FDR","EXCLUDE_GSM4676457_log2FC","EXCLUDE_GSM4676457_FDR","EXCLUDE_BOTH_WARNING_FILES_log2FC","EXCLUDE_BOTH_WARNING_FILES_FDR","gene_symbol","gene_biotype","mapping_status"
"ENSG00000159720",0.223808787087459,0.288352797448382,0.131257891235065,0.727651649267447,0.15534522087555,0.481734681108363,0.0679984678068415,0.85617466509419,"ATP6V0D1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000141699",0.154817093870303,0.459248083913739,0.10643617060513,0.809420624539615,0.164125092541037,0.469119073684019,0.15511427252859,0.655929062582489,"RETREG3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000165264",-0.0749501989300464,0.727638592319262,-0.142766111259013,0.679277012355867,-0.090641139601085,0.674956827177906,-0.139241881599363,0.647111932298152,"NDUFB6","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000213152",-0.115123012325065,0.649962361415721,-0.116405808408851,0.821085666999541,-0.115616322807779,0.667442570744913,-0.0960533316074,0.823168985760163,"RPL7AP60","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000130309",-0.0451978442651257,0.842219680554924,-0.0982354119852289,0.801248184567123,-0.0354408507332344,0.881944801560404,-0.0678091050491292,0.840495628337649,"COLGALT1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000110108",0.0273601857152602,0.936907141369975,-0.0130621755291893,0.985587698676792,0.0720305398404677,0.793881253551023,0.0599641422942324,0.890192985540743,"TMEM109","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000241294",0.126165242573584,0.952830045567225,-1.02833363849403,0.751551322090927,0.052620650463308,0.980830670298451,-1.1816704074091,0.671323093161013,"IGKV2-24","IG_V_gene","MAPPED_EXACT_VERSION"
"ENSG00000244097",-0.121867614780111,0.685339305425505,-0.0595209849491927,0.927751942981118,-0.134149953877825,0.666200180318753,-0.0641839836636926,0.898593559481368,"RPS4XP17","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000165389",0.12891153184288,0.613651734816281,0.0835916530252301,0.888127503557791,0.105578755886285,0.706345716670405,0.0850637958955762,0.852536613700699,"SPTSSA","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000184900",0.117345959007992,0.239792831826159,0.0684677446058363,0.710240362589857,0.116497456740511,0.281305001913033,0.0976818902592611,0.534508438853496,"SUMO3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000213551",-0.0430524589848853,0.893343571352438,-0.0194907056910743,0.97965809777193,-0.0118450545495737,0.97488749389643,0.0432719917717366,0.923920940206348,"DNAJC9","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000225918",-0.0433601149938263,0.846761230593972,-0.0307509005171287,0.954130986065518,-0.0304253111080914,0.900224976737928,0.00268142572636247,0.996097599080965,"RPL7P59","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000139163",0.0481882025548966,0.895257460824032,-0.0107105305184448,0.987387411141879,-0.0278005475492528,0.943286669320307,-0.0861061107243376,0.867475686003912,"ETNK1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000138495",-0.0253012483512768,0.933310905169323,-0.0230051698489446,0.971843340475067,-0.0352873760689611,0.90051810148235,-0.00800039472421008,0.988802301981484,"COX17","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000117395",-0.318449651454211,0.142435987809636,-0.30607819441409,0.425993617064429,-0.333481449623906,0.140620474677464,-0.300246519761377,0.336868597501925,"EBNA1BP2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000165424",0.0361996795581373,0.962390383118436,-0.0936882983958933,0.946024272477444,0.153770235623736,0.790799378215623,0.0763278802778589,0.934149150333635,"ZCCHC24","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000102606",0.111272687823419,0.479595702348831,0.0407472351922709,0.913869448721586,0.113223758588898,0.499293261979378,0.0662646798527557,0.810832197450757,"ARHGEF7","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000137275",0.165293474309134,0.502672019135206,0.13013778517642,0.793205413111797,0.141072109913295,0.596246680809256,0.124035268556524,0.773952099180712,"RIPK1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000123096",0.0246461552912205,0.970420695658081,-0.0109024298152103,0.992162136646281,0.101738946447407,0.845815148804835,0.0949924630703842,0.905716813204285,"SSPN","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000145685",0.0595743060680203,0.911495029946315,-0.0653527821605753,0.953981600386851,-0.0523787354296021,0.921401581078041,-0.191285812466055,0.785166174114129,"LHFPL2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000134809",-0.172057669682337,0.513342296249561,-0.163427151886316,0.737108874279257,-0.197364314778276,0.469068890318381,-0.172083453821355,0.680418785443022,"TIMM10","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000234031",-0.0891321095866577,0.764730240221466,-0.047225591394577,0.946529329455659,-0.0770784780048887,0.806367323882279,-0.0148415712398235,0.982509648979019,"RPS3AP44","processed_pseudogene","MAPPED_EXACT_VERSION"
