"ensembl_gene_id","primary_log2FC","direction_retention_fraction","loo_min_log2FC","loo_max_log2FC","loo_max_absolute_change","loo_median_absolute_change","loo_FDR_lt_0_05_fraction","gene_symbol","gene_biotype","mapping_status"
"ENSG00000242616",-0.297632966788661,1,-0.370461982905817,-0.273278873493992,0.0728290161171554,0.0108861319680243,0,"GNG10","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000242262",-0.0312631532275061,0.710526315789474,-0.0935174157774462,0.0323955296093239,0.06365868283683,0.0110811150937192,0,"AC092597.1","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000175073",-0.0809092524742211,0.947368421052632,-0.215551034553924,-0.0152828619151794,0.134641782079703,0.0123126936724613,0,"VCPIP1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000179820",0.190722279669921,0.973684210526316,0.034371094572404,0.420751021318799,0.230028741648878,0.0229861419373727,0,"MYADM","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000198301",-0.209049355986398,1,-0.257735512291185,-0.184915651481804,0.0486861563047874,0.0141266419205929,0,"SDAD1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000117682",0.165588721516593,1,0.0959658363416816,0.286361496955041,0.120772775438448,0.0173134160482414,0,"DHDDS","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000272391",0.00158950837119871,0.973684210526316,-0.0809778449250341,0.0179096023423581,0.0825673532962328,0.0116051991054297,0,"POM121C","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000177879",0.131945475647152,1,0.0540868350606459,0.170327523932202,0.0778586405865062,0.0131060459362637,0,"AP3S1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000167280",0.00666360239410773,0.894736842105263,-0.0536629948798696,0.0837235660398479,0.0770599636457402,0.0154831835299293,0,"ENGASE","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000196363",0.0736905040870554,0.81578947368421,0.028419714533405,0.0967826760234712,0.0452707895536504,0.0120001739083032,0,"WDR5","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000139977",-0.00945534898686731,0.921052631578947,-0.0795788603026145,0.0297825145479109,0.0701235113157471,0.0122920641887435,0,"NAA30","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000249915",0.0750257016398324,0.789473684210526,0.0114898091769588,0.119885528251975,0.0635358924628736,0.0170513208741711,0,"PDCD6","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000164506",0.0555101189570906,0.421052631578947,-0.0296540331649145,0.151246680949152,0.0957365619920615,0.0175977574335236,0,"STXBP5","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000129351",-0.0397400535754323,0.631578947368421,-0.112854795531243,-0.00251797477467666,0.0731147419558106,0.00796839925323976,0,"ILF3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000103591",-0.00348621159389488,0.947368421052632,-0.0571247752529517,0.0430499593505383,0.0536385636590568,0.0151924107493899,0,"AAGAB","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000153066",0.176116685047182,1,0.0909969720605606,0.245409099914656,0.0851197129866211,0.0147859042533149,0,"TXNDC11","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000108523",0.0230495994313643,1,-0.0214713967924341,0.0457076668520902,0.0445209962237983,0.0125563523910545,0,"RNF167","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000182307",0.285065251010645,1,0.231641818656113,0.316838272959934,0.0534234323545312,0.0142736836102204,0,"C8orf33","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000163171",-0.0236667218480295,0.736842105263158,-0.17810266905945,0.0608610828700307,0.15443594721142,0.0182080718749896,0,"CDC42EP3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000104529",0.0161344854463915,0.894736842105263,-0.125143457576044,0.0595636644556998,0.141277943022435,0.0152372719166945,0,"EEF1D","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000050344",-0.521923346168504,1,-0.64264535772323,-0.380413792270876,0.141509553897628,0.0196906641169398,0,"NFE2L3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000114999",-0.0938146673110244,1,-0.183010322404704,-0.0524373290813776,0.0891956550936798,0.0177987899770322,0,"TTL","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000105722",0.209592797592445,0.973684210526316,0.0185673083059649,0.305907429480915,0.19102548928648,0.0226162849683573,0,"ERF","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000162194",-0.189125204399916,1,-0.258496704877646,-0.105256793650189,0.0838684107497277,0.0136023466117286,0,"LBHD1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000011600",-0.374976581160305,1,-0.553084482726989,-0.267241450993875,0.178107901566684,0.0204790492838161,0,"TYROBP","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000252317",-0.655644456488576,1,-0.916973715632578,-0.548169980506113,0.261329259144001,0.0246858615472654,0,"AL513342.1","misc_RNA","MAPPED_EXACT_VERSION"
"ENSG00000157978",0.128098115508163,0.973684210526316,0.00767145877567578,0.17232737288676,0.120426656732487,0.0133175108973748,0,"LDLRAP1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000215840",-0.112988384268759,1,-0.154910098403715,-0.0597358408483138,0.0532525434204456,0.0131657553264351,0,"AL592295.1","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000078269",-0.103281878190253,0.947368421052632,-0.206142518786224,0.0677840735661581,0.171065951756411,0.0237084177079659,0,"SYNJ2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000101290",0.0784263115573638,0.81578947368421,-0.0216646148805237,0.115782513065724,0.100090926437888,0.00882015423491773,0,"CDS2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000213625",0.0475335289656111,0.763157894736842,-0.0317091287501594,0.0754783145575378,0.0792426577157706,0.0103264219656825,0,"LEPROT","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000167286",-0.856138693736515,1,-1.04656550958395,-0.711801591491207,0.190426815847437,0.0205412599988071,0,"CD3D","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000167792",0.19885530163509,1,0.137143448528977,0.276085700367425,0.0772303987323347,0.00841357024412394,0,"NDUFV1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000095139",0.0440532193984768,0.842105263157895,-0.0298191216079535,0.169207674911442,0.125154455512965,0.0141650749554367,0,"ARCN1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000187504",-0.0825481255373429,1,-0.141778841118015,-0.0609395201397852,0.0592307155806718,0.0118053661150316,0,"RPL7P48","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000117335",0.0769222018509113,0.81578947368421,0.00650956803142161,0.121085102296088,0.0704126338194897,0.0146262256694213,0,"CD46","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000111875",-0.0626698814495013,0.894736842105263,-0.162556398297974,-0.0262038092264651,0.0998865168484726,0.0120928434421044,0,"ASF1A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000173020",0.199790986621693,1,0.0965790328073728,0.278302290983025,0.10321195381432,0.0109913591069293,0,"GRK2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000101782",0.220018615094477,1,0.100652358735069,0.295423644098765,0.119366256359407,0.0226515209028273,0,"RIOK3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000214657",-0.0684851445595024,0.842105263157895,-0.227147469437817,0.00361975871517664,0.158662324878315,0.0174398072644666,0,"AC113608.1","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000199285",-0.653894720301668,1,-0.915807389965398,-0.546534398317056,0.26191266966373,0.0245192120212827,0,"AL132994.1","misc_RNA","MAPPED_EXACT_VERSION"
"ENSG00000154305",0.207385215415229,1,0.151511058968874,0.255541713668831,0.0558741564463549,0.0161650918975646,0,"MIA3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000217026",-0.0792705980595396,0.947368421052632,-0.125849754818456,-0.0394364328942569,0.0465791567589163,0.0135987718716824,0,"RPL10P1","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000285188",0.185685638936128,0.947368421052632,-0.0142971100744849,0.502417459864062,0.316731820927934,0.0387991408898123,0,"AC008397.2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000114861",0.0839894822037469,0.921052631578947,-0.0577045422263752,0.131622107708305,0.141694024430122,0.0132603438325352,0,"FOXP1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000076604",0.0827801116963697,0.81578947368421,0.0203365985771579,0.160558562996799,0.0777784513004295,0.0204259193373503,0,"TRAF4","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000213172",0.0802315640741677,0.842105263157895,-0.00793653003926607,0.176300713826446,0.096069149752278,0.0144440266815072,0,"AL031985.1","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000130348",-0.277985519974009,1,-0.394729071466086,-0.24277417909054,0.116743551492077,0.00974287070095198,0,"QRSL1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000064270",0.432056062469921,1,0.303235392821868,0.575213177690604,0.143157115220683,0.0287983335502512,0,"ATP2C2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000115760",0.23448552885062,1,0.144969410727094,0.281949907466854,0.0895161181235262,0.0142369657221137,0,"BIRC6","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000107175",0.0357873495894993,0.894736842105263,-0.0457228061886422,0.155987607914992,0.120200258325493,0.0152119277025455,0,"CREB3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000001167",-0.0320171291908303,0.710526315789474,-0.163374673914781,0.0057797573603438,0.131357544723951,0.0110180155313694,0,"NFYA","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198121",-0.063603924041061,0.763157894736842,-0.18183914777886,0.0154276868225937,0.118235223737799,0.0192821246705265,0,"LPAR1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000103811",-0.170842942926075,1,-0.374850094858708,-0.103890763253435,0.204007151932634,0.0269555373629783,0,"CTSH","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000286070",-0.0970900081773616,0.973684210526316,-0.21518277338626,0.0190676832933291,0.118092765208899,0.0161051574691831,0,"GGT1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000187758",0.256094791710876,1,0.0813824135690592,0.384048899565224,0.174712378141817,0.0231230106344178,0,"ADH1A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000214417",0.101596566973706,0.789473684210526,-0.0463559474146226,0.446351929667678,0.344755362693972,0.0258462197990214,0,"KRT18P13","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000055208",0.0718794308149237,0.736842105263158,-0.0312008191103968,0.152782562490419,0.103080249925321,0.0147199857637847,0,"TAB2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000116514",0.224487038012925,1,0.15746077512591,0.281854977788839,0.0670262628870152,0.0164790448022671,0,"RNF19B","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000239246",-0.0880860164840135,0.973684210526316,-0.170572756806922,-0.0107272903483646,0.0824867403229082,0.0124395372097415,0,"AC008026.1","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000132530",-0.630143572311888,1,-0.822687933472997,-0.258859873786864,0.371283698525024,0.0298377516086409,0,"XAF1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000151239",0.0880844684826502,0.868421052631579,-0.019799198700011,0.170183518188923,0.107883667182661,0.0173015319639833,0,"TWF1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000225787",-0.0790295650409444,0.973684210526316,-0.167341717413068,-0.0432146953611332,0.0883121523721235,0.0103908463433946,0,"LSM3P3","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000171155",0.0595639768466156,0.5,0.0236790592377853,0.0901351764436484,0.0358849176088303,0.0138304566797406,0,"C1GALT1C1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000110315",0.021139170975916,0.947368421052632,-0.0835641277081313,0.042862269912725,0.104703298684047,0.00990411116169888,0,"RNF141","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000199424",-0.652964475387046,1,-0.914751743164578,-0.54441924819207,0.261787267777532,0.0246369023328807,0,"Z97632.1","misc_RNA","MAPPED_EXACT_VERSION"
"ENSG00000168522",-0.115170145698591,1,-0.193475756436927,-0.0886322639179958,0.0783056107383359,0.0121883693745109,0,"FNTA","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000198517",0.0429848500681721,0.81578947368421,-0.0201793315496625,0.0877269681002152,0.0631641816178346,0.0152485291024407,0,"MAFK","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000213290",0.120016411114566,0.947368421052632,-0.0340611232070598,0.282588123219503,0.162571712104938,0.0203296915303459,0,"PGK1P2","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000135845",-0.0869827045168467,0.947368421052632,-0.151982937826097,-0.0278654094979219,0.0650002333092498,0.0156310111126948,0,"PIGC","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000162300",0.202084669331196,1,0.144996491683995,0.234460797642265,0.0570881776472007,0.0113730311722072,0,"ZFPL1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000083520",-0.242168702525456,1,-0.322404890380055,-0.217037985923718,0.0802361878545993,0.0110148277780922,0,"DIS3","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000127920",0.254987870259278,0.973684210526316,-0.0342120140138033,0.384235742115467,0.289199884273081,0.024669790996359,0,"GNG11","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000119718",-0.109421204232112,0.973684210526316,-0.154466928182768,-0.0497542211863745,0.059666983045738,0.012493370748537,0,"EIF2B2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000118526",0.652666209298303,1,0.383147525178454,0.77284256844298,0.269518684119849,0.0241935983593444,0,"TCF21","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000185215",-0.248475607982344,1,-0.400030993728743,-0.174911237411467,0.151555385746399,0.023271305947636,0,"TNFAIP2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000256514",0.238012157998131,1,0.149464031798644,0.384917282922295,0.146905124924164,0.0184708788088159,0,"AP003419.1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000172578",-0.972242686493046,1,-1.25184953951343,-0.671608178192314,0.300634508300732,0.034819788325043,0,"KLHL6","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000228844",-0.187087513901797,1,-0.253410631802138,-0.132916530707021,0.0663231179003411,0.0125741411278079,0,"AL358176.3","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000004776",0.65279875551703,1,0.467349270155664,0.817365598100302,0.185449485361366,0.0295077538707932,0,"HSPB6","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000146587",-0.119111129466057,1,-0.207879645102138,-0.0960557796708817,0.0887685156360814,0.0110286970987887,0,"RBAK","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000173113",-0.24694934269853,1,-0.315487753816124,-0.210134717950458,0.0685384111175935,0.0116167948624842,0,"TRMT112","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000094880",-0.127366176716344,1,-0.212417292637337,-0.0958990577596526,0.0850511159209929,0.0116666132664521,0,"CDC23","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000110107",-0.0332271640668322,0.710526315789474,-0.131333546583073,0.103424549511064,0.136651713577896,0.0105978354797835,0,"PRPF19","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000075790",0.0375657457449267,0.842105263157895,-0.0908996851794734,0.0754276631430313,0.1284654309244,0.0127433000976528,0,"BCAP29","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000130826",-0.272105853651052,1,-0.348693206416596,-0.225480493706968,0.0765873527655441,0.0171144385571813,0,"DKC1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000156697",-0.348964621213696,1,-0.404346351066355,-0.279549085715865,0.0694155354978312,0.013407991584773,0,"UTP14A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000163923",-0.113480526563304,0.973684210526316,-0.220908393661699,-0.0398738721207778,0.107427867098395,0.0199235210556066,0,"RPL39L","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000119402",0.000369674420723419,0.973684210526316,-0.0613222579369604,0.0159010567880727,0.0616919323576838,0.0101174936513221,0,"FBXW2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000130227",0.0963131061789812,0.973684210526316,0.000719860761448164,0.113015960927407,0.095593245417533,0.0103223497883048,0,"XPO7","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000104413",0.142459815750864,1,0.0685264782657182,0.183686646946676,0.0739333374851454,0.0137998489096175,0,"ESRP1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000140265",0.113231376017072,0.973684210526316,0.0170649392577985,0.13351233982673,0.0961664367592735,0.0104138530483708,0,"ZSCAN29","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000248180",0.147201349411287,0.973684210526316,-0.0388074308084526,0.306338173264323,0.18600878021974,0.0214119503254533,0,"GAPDHP60","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000136709",-0.0669906653549028,0.973684210526316,-0.140019724424852,-0.0439709236380079,0.0730290590699487,0.00978828646552601,0,"WDR33","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000050327",0.166514854333759,1,0.098441016968074,0.225341712588262,0.0680738373656853,0.0119251863977187,0,"ARHGEF5","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000234036",0.0698373776335954,0.631578947368421,-0.0710584533819115,0.205503632214505,0.140895831015507,0.0218311075031344,0,"TXNP6","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000147862",0.180872521734972,0.973684210526316,-0.0144260981185049,0.249896170426434,0.195298619853477,0.01719063479889,0,"NFIB","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000025293",-0.102431830861747,1,-0.20100708440993,-0.0811098565711987,0.0985752535481831,0.0108963761513917,0,"PHF20","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000174136",0.299305715359889,1,0.0977371045527782,0.377838227153961,0.201568610807111,0.0190225879956876,0,"RGMB","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000269907",0.26280963019792,1,0.162448567087034,0.325699155302977,0.100361063110887,0.0187523771449161,0,"PTMAP11","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000147010",0.114525146786481,0.921052631578947,0.023486732664714,0.315083697443459,0.200558550656978,0.0182901818025731,0,"SH3KBP1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000240230",0.021771564498052,0.973684210526316,-0.0808113922150369,0.0481870005825454,0.102582956713089,0.013590093269264,0,"COX19","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000243014",0.18366931760406,1,0.124266980530238,0.240039190912139,0.0594023370738226,0.0166948164414721,0,"PTMAP8","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000241511",-0.122846082529386,1,-0.207915347870461,-0.0805808740814108,0.0850692653410753,0.0180916071482981,0,"RPS15AP24","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000141425",-0.140214981594907,1,-0.218531585650196,-0.0823896925564961,0.078316604055289,0.00816736234660734,0,"RPRD1A","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000088356",-0.126961817132228,1,-0.259677957915694,-0.0745400883985678,0.132716140783466,0.0107113948280615,0,"PDRG1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000115020",-0.186354093606192,1,-0.377465104593932,-0.135796832243582,0.191111010987739,0.0167119759110895,0,"PIKFYVE","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000172315",-0.0888882906394065,1,-0.158579769114702,-0.0685819221116951,0.0696914784752958,0.0103435420930702,0,"TP53RK","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000234771",0.191053981337014,1,0.121865914474469,0.281604672561421,0.090550691224407,0.0178611343493102,0,"SLC25A25-AS1","lncRNA","MAPPED_EXACT_VERSION"
"ENSG00000072858",0.206594852292592,1,0.103236646254758,0.3402851778443,0.133690325551708,0.0328945566073776,0,"SIDT1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000134900",-0.0476158499509142,0.394736842105263,-0.158612719441754,0.0129044917517989,0.11099686949084,0.0127195750986537,0,"TPP2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000117448",0.220267779505794,1,0.169160440222394,0.2561655154278,0.0511073392833998,0.0124970251340409,0,"AKR1A1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000148053",-0.244886355214052,0.973684210526316,-0.486822525895518,-0.0234658693011201,0.241936170681466,0.0309906046279622,0,"NTRK2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000138085",0.0859647102171594,0.921052631578947,0.035515554420511,0.12827666690796,0.0504491557966484,0.0122721591827766,0,"ATRAID","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000237077",-0.170381516498937,1,-0.258492066810345,-0.135190268218246,0.0881105503114086,0.0129320904308915,0,"RPL38P2","transcribed_processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000205155",0.0436206839265717,0.789473684210526,-0.00187405346749389,0.091724140998831,0.0481034570722594,0.0175318648911029,0,"PSENEN","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000120253",-0.117138971206605,1,-0.259409738539065,-0.0586320146518794,0.14227076733246,0.0145841675292713,0,"NUP43","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000144827",-0.094364451877874,1,-0.153762268123754,-0.0686361424108317,0.0593978162458797,0.0106814997521782,0,"ABHD10","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000127666",0.496027391928772,1,0.374113378667014,0.581147409995855,0.121914013261758,0.0275352383511861,0,"TICAM1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000213075",-0.114336530225952,0.973684210526316,-0.211790622546965,-0.0400243059600049,0.0974540923210126,0.0185536125457855,0,"RPL31P11","transcribed_processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000121879",-0.0537587980552942,0.736842105263158,-0.202046196109322,-0.0106071162566197,0.148287398054027,0.0137089807982955,0,"PIK3CA","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000167258",-0.191434905012184,1,-0.373258528149413,-0.137768111569121,0.181823623137228,0.00950218827501684,0,"CDK12","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000068878",-0.182355485302154,1,-0.243316915138454,-0.139897974168036,0.0609614298362999,0.0113940048666622,0,"PSME4","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000161021",0.228074704711505,1,0.0977962711522752,0.285862994678458,0.13027843355923,0.0245337022261344,0,"MAML1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000125772",-0.299003966891993,1,-0.344850304092126,-0.252484656872903,0.0465193100190902,0.0110311276128308,0,"GPCPD1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000169251",-0.0794485692064559,0.947368421052632,-0.137692090619907,-0.0431128223170221,0.0582435214134506,0.0170598799603433,0,"NMD3","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000164414",0.151898810491707,1,0.0782746156259191,0.226774761077411,0.0748759505857045,0.0225576567399718,0,"SLC35A1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000213253",-0.110322806553795,1,-0.148808364250442,-0.0806214269897407,0.0384855576966464,0.00866973486241861,0,"RPL12P42","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000103194",-0.0878092853779387,1,-0.163868339671657,-0.0526988574235569,0.0760590542937183,0.0117964490859938,0,"USP10","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000130703",0.155650926418736,1,0.0683944400829794,0.21620358797645,0.0872564863357564,0.0106558207351685,0,"OSBPL2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000110717",0.0517895480403361,0.342105263157895,0.00087815305585135,0.13945281832686,0.0876632702865244,0.0115601714375969,0,"NDUFS8","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000075651",0.509665111568291,1,0.425028040102635,0.549619366779984,0.0846370714656552,0.0113531061601962,0,"PLD1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000176378",0.0860125221413037,0.894736842105263,0.00433028855030409,0.190298949637751,0.104286427496448,0.0179071927388952,0,"PFN1P10","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000250956",-0.117635643697433,0.973684210526316,-0.229447085726447,-0.0234100771934917,0.111811442029014,0.0150931727334863,0,"AC011416.2","processed_pseudogene","MAPPED_EXACT_VERSION"
"ENSG00000105281",0.0426549449056355,0.81578947368421,-0.0135690433563236,0.132068970029083,0.0894140251234477,0.01467734276131,0,"SLC1A5","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000157637",0.142810626934658,1,0.0912099613318916,0.217057116056955,0.0742464891222972,0.0140174371768913,0,"SLC38A10","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000136159",-0.0997460996159729,1,-0.190321090509207,-0.0606501351967021,0.0905749908932338,0.0122205966505388,0,"NUDT15","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000105404",0.229589522532557,1,0.155287684071041,0.318651630054693,0.0890621075221362,0.0143453886457044,0,"RABAC1","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000053372",-0.312821475396623,1,-0.485242293817025,-0.204743823461844,0.172420818420402,0.0183119287126268,0,"MRTO4","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
"ENSG00000140497",0.465872908945391,1,0.314704438761863,0.574112780003712,0.151168470183527,0.0169687908019569,0.0526315789473684,"SCAMP2","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000103126",-0.0107235748831005,0.921052631578947,-0.0622106826765325,0.0395328182657901,0.051487107793432,0.0128840195947845,0,"AXIN1","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000125912",0.00879282269679392,0.921052631578947,-0.0555917216144549,0.185975525835933,0.177182703139139,0.0169734288012282,0,"NCLN","protein_coding","MAPPED_EXACT_VERSION"
"ENSG00000180011",0.200660316331624,1,0.106680973448426,0.226008042033692,0.0939793428831982,0.0133934197496092,0,"ZADH2","protein_coding","MAPPED_STABLE_ID_VERSION_DIFFERS"
