"original_miRNA_id","feature_family","normalized_miRNA_id","miRNA_type","mature_or_precursor","arm","mapping_status","legacy_name_status","primary_logFC","primary_FDR","primary_t","unadjusted_logFC","unadjusted_FDR","unadjusted_t","no_zone_logFC","no_zone_FDR","no_zone_t","reduced_zone_logFC","reduced_zone_FDR","reduced_zone_t","transition_zone_logFC","transition_zone_FDR","transition_zone_t","intestinal_zone_logFC","intestinal_zone_FDR","intestinal_zone_t","direction_retention_fraction","loo_max_absolute_change","loo_median_absolute_change","loo_FDR_lt_0_05_fraction","EXCLUDE_BOTH_SOURCE_WARNING_FILES","EXCLUDE_GSM4676440_LOW_CORRELATION","EXCLUDE_GSM4676447","EXCLUDE_GSM4676456_HIGH_PCA","EXCLUDE_GSM4676457","EXCLUDE_GSM4676460_HIGH_PCA","EXCLUDE_GSM4676462_HIGH_PCA_LOW_CORRELATION","EXCLUDE_GSM4676467_LOW_CORRELATION","EXCLUDE_GSM4676468_HIGH_PCA_LOW_CORRELATION","source_warning_direction_stable","all_warning_direction_stable","within_zone_direction_reproduced","core_model_direction_stable","sample_sensitive","zone_dependent","model_dependent","stable_without_fdr","adjusted_stable","low_precision_stable","only_unadjusted","stability_class"
"hsa-miR-143-3p:hsa-mir-143","MATURE","hsa-miR-143-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",0.155304575154206,0.954302845955942,0.540416722159184,0.402791344195949,0.351921159496536,1.63367689072966,0.311280131200038,0.508785176447443,1.28344273543491,0.176376022778095,0.911766233957545,0.653115919344813,2.08239839294183,0.186129625733362,2.82796176287426,0.203220773959898,0.871805911461689,0.44057780441355,0.947368421052632,0.231432763477068,0.0204598563883999,0,-0.0928093742212961,0.135204375707867,-0.0761281883228616,0.127636384378663,0.132445657764822,0.145613055316857,0.292523499148239,0.135143253433761,0.202113926018567,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-let-7g-5p:hsa-let-7g","MATURE","hsa-let-7g-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.148508121522175,0.951185018782856,-0.78233794327796,0.0564114404062575,0.857430828336548,0.37572843154352,0.055962436867528,0.88287208092396,0.363726969386379,-0.148552206977193,0.911766233957545,-0.722590067316368,0.335821326033125,0.846561766754345,0.447595058696038,-0.573716980256071,0.530552733527417,-1.61698642170184,0.947368421052632,0.118511769916098,0.0120732461466028,0,-0.160674418893014,-0.151607283088547,-0.164202481076744,-0.138694107607508,-0.142468964987218,-0.150231886182344,-0.0299963516060777,-0.13205455206319,-0.113097935549983,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-27b-3p:hsa-mir-27b","MATURE","hsa-miR-27b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.0149167660690777,0.99698024720718,-0.0727449619687207,-0.143963108548013,0.658390987783849,-0.884774691643169,-0.194880911702584,0.557470039674556,-1.16786912425225,0.00542985468196818,0.996816764506488,0.0240014600642783,1.50656920568889,0.286142328259899,2.16615598012238,-0.302072304229252,0.781150440674858,-0.740098529756931,0.736842105263158,0.117197167039076,0.0138644917033817,0,-0.0811280195943566,-0.010824997038371,-0.0352273752052334,-0.0281781427159558,-0.0517519809021878,-0.0115984428663478,0.102280400969998,-0.00100813858662877,0.0215271834046192,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-26b-5p:hsa-mir-26b","MATURE","hsa-miR-26b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.228937219551161,0.901493362036003,-1.36528740486012,-0.0787683739844486,0.780778145562351,-0.609557892635972,-0.0497067562224998,0.88287208092396,-0.368090692833047,-0.286928710326298,0.881540166792217,-1.4071118594775,-1.53521513718221,0.270995353687176,-2.22278584540724,-0.00472049372660989,0.994325599069996,-0.0130715220875265,1,0.0863947301280151,0.0166950410072296,0,-0.132394886617914,-0.235609197652781,-0.1676430536729,-0.18147427635393,-0.196131316029451,-0.225808020513759,-0.211466776621245,-0.195927356104188,-0.211965314210115,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"ZONE_DEPENDENT"
"hsa-miR-320a:hsa-mir-320a","UNRESOLVED","hsa-miR-320a","deprecated_or_unresolved_miRNA","mature_legacy_or_unversioned",NA,"UNRECOGNIZED_IN_MIRBASE_22_1","UNRESOLVED_LEGACY_OR_UNVERSIONED",-0.133642171920349,0.879362103059873,-0.290591619741547,-0.0445171643195565,0.995490463152813,-0.102506611565954,-0.0487925106006747,0.917073675731591,-0.104883923887638,-0.206656905270004,0.89362794012323,-0.688659846371931,0.459488711386563,0.916209257416627,0.341761575311508,-0.143670444223954,0.826967547320228,-0.392199972737035,0.868421052631579,0.341909407383842,0.00758549194802585,0,-0.134005072570275,-0.134206162995424,-0.141956563782509,-0.137727853045267,-0.149646679884285,0.00375726344823438,-0.00371988013021886,-0.141164699362927,0.026930373571231,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-29a-3p:hsa-mir-29a","MATURE","hsa-miR-29a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.178040466127986,0.942554188179476,-1.05996631795988,-0.0537358013711951,0.848562845236068,-0.408179414036414,-0.0465153143712168,0.889422147057613,-0.340597242299224,-0.199241776543844,0.911766233957545,-1.04715300494055,0.555907399710749,0.695475123014728,0.816113312918151,-0.667872195100899,0.498652660634246,-1.92760204609152,1,0.113519930005334,0.0107232229120132,0,-0.269855733355056,-0.17898294729645,-0.20965090839308,-0.204375797103104,-0.228696747198058,-0.175979321453211,-0.110718684897185,-0.158490787047833,-0.152892327786496,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"ZONE_DEPENDENT"
"hsa-miR-100-5p:hsa-mir-100","MATURE","hsa-miR-100-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.181333361674835,0.948810508224733,-0.87001134729912,-0.258683356319839,0.396305534797392,-1.52172671450489,-0.256851816030637,0.4076501638692,-1.54936412221184,-0.0244857469176846,0.974236383520538,-0.106180102530651,-0.497307674021078,0.731896813969826,-0.725134949903264,0.843096382718975,0.475839845265699,2.02071732751883,1,0.174519835640809,0.0153951138653932,0,-0.0812946841389858,-0.187760786647021,-0.163340444633153,-0.17278321519293,-0.101858292473049,-0.179668823386519,-0.142637324122661,-0.145859373483638,-0.164199968383291,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ZONE_DEPENDENT"
"hsa-miR-194-5p:hsa-mir-194-1","MATURE","hsa-miR-194-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",0.67072361432374,0.913328740245061,1.18841863218922,3.66076784625176,0.000282203958489165,5.54911574696484,3.56350107326487,0.000321161858893909,5.53184188194378,0.841839301320752,0.88101747776759,1.44735026676073,4.2563537226537,0.157765254473723,3.01481506908399,-1.89617055879083,0.335712592205983,-2.60902090115602,1,0.479028065099877,0.0438781119977936,0,0.293550898376423,0.67752996566613,0.631562372551128,0.606873665917664,0.346285434879163,0.690615705194551,0.727780789714799,0.705269363531989,0.726867485482132,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"DIRECTIONALLY_STABLE_LOW_PRECISION"
"hsa-miR-23a-3p:hsa-mir-23a","MATURE","hsa-miR-23a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",0.0243274745771985,0.99698024720718,0.109076927733697,-0.265082026776851,0.415603087284505,-1.47239223076343,-0.271699513520445,0.421990238497201,-1.51309733647493,-0.098540192052938,0.943327284593268,-0.392692153113729,-1.4972451769859,0.326808121003524,-1.95323755377135,0.841466862302388,0.45970347213151,2.09551557721284,0.552631578947369,0.248999617487113,0.0250252959586037,0,0.205217944581296,0.0317263232490981,0.147395843597967,0.064581868952522,0.0826810991931098,0.0276715000336731,-0.0774262787783754,0.0682768993964675,-0.00637696005237592,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-10b-5p:hsa-mir-10b","MATURE","hsa-miR-10b-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.0943715863754067,0.961686339648352,-0.440164624602755,-0.577608926987875,0.0542945094500072,-3.03012261606277,-0.521154626914551,0.0808064004352348,-2.86293550202002,0.0940826251462237,0.925207991180013,0.421177991688644,0.232986187759302,0.898791172899777,0.317498030170679,0.411826890811079,0.674367747329539,0.995428700599925,0.921052631578947,0.102881689927559,0.0198461529503858,0,-0.0971452591340756,-0.0912471849047817,-0.155622606943201,-0.106738592131891,-0.0450798748620644,-0.0930570422166078,-0.0224711427039041,-0.0702364184265978,-0.0759512458843649,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-23b-3p:hsa-mir-23b","MATURE","hsa-miR-23b-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.221038488522561,0.944180457304669,-0.966470703780127,-0.305336059410025,0.305105724747513,-1.75450503930605,-0.327501944631932,0.289145490383311,-1.84931075686618,-0.387701734953855,0.870372573584182,-1.52345715235445,-1.7185088505216,0.286142328259899,-2.16638977900012,0.757806832928371,0.498652660634246,1.93681024799592,1,0.284541060891911,0.02639303241743,0,-0.00669611174197699,-0.218982817599831,-0.0779421862317388,-0.16902734399633,-0.147406882767405,-0.213952994932207,-0.330139557083501,-0.178290708163225,-0.249014702352647,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-7-5p:hsa-mir-7-1","MATURE","hsa-miR-7-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",0.350946072736003,0.913328740245061,1.24209491021016,1.19938569171287,0.00374689657160687,4.47524564839541,1.26574674586234,0.00296277750800338,4.64095180542779,0.282079863263964,0.911766233957545,0.907096865797062,-0.661852381496844,0.662678735452889,-0.942022306533423,-0.971418381804567,0.512395688344061,-1.79046415467661,1,0.322348226523189,0.0262659367687844,0,0.119186117805175,0.34598736992909,0.24789783083201,0.400977757626466,0.223918507730931,0.348941739231508,0.3794490428062,0.36183548311043,0.36834075847999,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"ZONE_DEPENDENT"
"hsa-miR-192-5p:hsa-mir-192","MATURE","hsa-miR-192-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",0.641766900390051,0.913328740245061,1.21578201601208,3.69549309826298,0.000257071079816473,5.68484927398028,3.62028540984255,0.000279427342754563,5.67653153776542,0.721414436618326,0.88101747776759,1.44493379571444,3.50418987960035,0.192933177321856,2.57452223355277,-1.35351469908696,0.45970347213151,-2.07406756412871,1,0.37457475005762,0.0370362346407971,0,0.304360847432052,0.649716341179533,0.610562816755602,0.563975326537049,0.351912538183147,0.65953020889122,0.661570871798968,0.676123707256079,0.681792659186897,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"DIRECTIONALLY_STABLE_LOW_PRECISION"
"hsa-miR-16-5p:hsa-mir-16-1","MATURE","hsa-miR-16-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.408901426744348,0.913328740245061,-1.18108972356514,-0.337339073336234,0.500156375801857,-1.2506587190574,-0.312590478876539,0.578800468864439,-1.11077007311807,-0.755572535254131,0.694629769864041,-1.91356448701821,-4.43178045515175,0.0825898384835722,-4.28636895839839,0.623501929324036,0.646729290041206,1.15626307235146,1,0.312521806778956,0.044733763966953,0,0.0152610187069413,-0.419889492119561,-0.156443141781252,-0.294812539453902,-0.238658349233329,-0.410482856495296,-0.52184161528088,-0.35906006005458,-0.435832300537651,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-126-3p:hsa-mir-126","MATURE","hsa-miR-126-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.11765813160366,0.954302845955942,-0.522554226780436,-0.349578610501194,0.293450009219262,-1.83192479164265,-0.349507708725092,0.285319709664847,-1.88885412349744,0.0494849156351033,0.973829442988577,0.196825183997466,0.131756866726141,0.937935434557849,0.200040768230401,0.634307784411796,0.597068562941867,1.297496755652,0.947368421052632,0.174617202919908,0.0150877822419996,0,0.0160004847338024,-0.116466756620778,-0.0274925427497398,-0.121386909741655,-0.0729878875134872,-0.11075181178815,-0.00546765707660618,-0.0727370464583257,-0.0811889307519432,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-146a-5p:hsa-mir-146a","MATURE","hsa-miR-146a-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.663137585303764,0.444782861895594,-2.89121968811987,-0.309768226249256,0.415472041929728,-1.47487744131505,-0.182797794142058,0.667571131911912,-0.919711834544677,-0.66035115991512,0.381238927809395,-2.60309170285634,0.341053875718996,0.826107456284264,0.50065668346012,-0.834364053640775,0.512395688344061,-1.81909216993209,1,0.139374442409987,0.0138991108726351,0,-0.591985197078804,-0.664601363558044,-0.523763142893777,-0.668777141541766,-0.722546826880384,-0.649252109009361,-0.611210670691726,-0.612815950390848,-0.646974610228975,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"DIRECTIONALLY_STABLE_LOW_PRECISION"
"hsa-miR-30d-5p:hsa-mir-30d","MATURE","hsa-miR-30d-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",0.0906407705824496,0.954302845955942,0.621865805426043,0.294599877460206,0.111241989408842,2.56900593138206,0.287239310470923,0.141761709681312,2.43903148726007,0.120367348190931,0.911766233957545,0.722303511389563,0.592857200685596,0.664224397235547,0.896256667577199,-0.30002903963813,0.690864783695733,-0.954894031613137,0.947368421052632,0.102082021235452,0.00825064421818553,0,-0.0177821986402253,0.0871508374733222,0.00189010783992416,0.0942296760593418,0.0599881618140507,0.0908895845777389,0.155061305761737,0.0989511853534038,0.111199014750971,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-155-5p:hsa-mir-155","MATURE","hsa-miR-155-5p","mature_miRNA","mature_arm_specific","5p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.12388535153183,0.961686339648352,-0.450836924106218,0.366943713451011,0.392587645403059,1.53394220029896,0.46671683210751,0.251796013504309,1.98938120572985,-0.208983141250683,0.911766233957545,-0.77039159859428,-0.780019466689326,0.679962578669548,-0.864550829812921,-0.15360669472302,0.883738431542869,-0.39699641880312,0.868421052631579,0.189480762105807,0.0221747596606066,0,-0.0113098608197381,-0.124516668624398,0.0655954105739765,-0.123407574889439,-0.186810766621191,-0.113786698126854,-0.234225709149051,-0.055583776065277,-0.156635793514285,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
"hsa-miR-151a-3p:hsa-mir-151a","MATURE","hsa-miR-151a-3p","mature_miRNA","mature_arm_specific","3p","RECOGNIZED_MIRBASE_22_1_MATURE","CURRENT_MIRBASE_22_1",-0.0325194190309583,0.995435238426363,-0.230799843205516,0.116926543725613,0.606326096984918,1.01619143439852,0.141294458959094,0.539191978003842,1.21594684442654,-0.015570551192928,0.979169465605976,-0.0911042576892969,-0.639514899805855,0.656070018048153,-0.966044999413527,0.473070411605613,0.55916431384805,1.45591900454197,0.894736842105263,0.118989548091151,0.0085129680778158,0,0.0318134740127901,-0.034077945648554,-0.00329594840530596,-0.0198182577439572,-0.0027311542236263,-0.0294145401146676,-0.0434324258090875,-0.00159962710485385,-0.0327238697680633,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"SAMPLE_SENSITIVE"
